"DateTime";"IPhone[en]"
"2010-03-30 00:00:00";11829
"2010-03-31 00:00:00";10654
"2010-04-01 00:00:00";10085
"2010-04-02 00:00:00";9029
"2010-04-03 00:00:00";10082
"2010-04-04 00:00:00";10461
"2010-04-05 00:00:00";11694
"2010-04-06 00:00:00";11205
"2010-04-07 00:00:00";10703
"2010-04-08 00:00:00";14248
"2010-04-09 00:00:00";14400
"2010-04-10 00:00:00";10873
"2010-04-11 00:00:00";9786
"2010-04-12 00:00:00";10521
"2010-04-13 00:00:00";10587
"2010-04-14 00:00:00";10200
"2010-04-15 00:00:00";9891
"2010-04-16 00:00:00";10320
"2010-04-17 00:00:00";8824
"2010-04-18 00:00:00";9028
"2010-04-19 00:00:00";12591
"2010-04-20 00:00:00";17219
"2010-04-21 00:00:00";15354
"2010-04-22 00:00:00";12333
"2010-04-23 00:00:00";11000
"2010-04-24 00:00:00";10745
"2010-04-25 00:00:00";10366
"2010-04-26 00:00:00";11220
"2010-04-27 00:00:00";12564
"2010-04-28 00:00:00";11726
"2010-04-29 00:00:00";11065
"2010-04-30 00:00:00";12357
"2010-05-01 00:00:00";9640
"2010-05-02 00:00:00";9597
"2010-05-03 00:00:00";10919
"2010-05-04 00:00:00";10650
"2010-05-05 00:00:00";9622
"2010-05-06 00:00:00";9944
"2010-05-07 00:00:00";10261
"2010-05-08 00:00:00";9337
"2010-05-09 00:00:00";9453
"2010-05-10 00:00:00";10894
"2010-05-11 00:00:00";10757
"2010-05-12 00:00:00";10829
"2010-05-13 00:00:00";9636
"2010-05-14 00:00:00";9708
"2010-05-15 00:00:00";9155
"2010-05-16 00:00:00";8962
"2010-05-17 00:00:00";9848
"2010-05-18 00:00:00";9411
"2010-05-19 00:00:00";8142
"2010-05-20 00:00:00";10861
"2010-05-21 00:00:00";10503
"2010-05-22 00:00:00";9574
"2010-05-23 00:00:00";9281
"2010-05-24 00:00:00";9823
"2010-05-25 00:00:00";12580
"2010-05-26 00:00:00";12373
"2010-05-27 00:00:00";10938
"2010-05-28 00:00:00";9038
"2010-05-29 00:00:00";10308
"2010-05-30 00:00:00";10024
"2010-05-31 00:00:00";10544
"2010-06-01 00:00:00";11328
"2010-06-02 00:00:00";11969
"2010-06-03 00:00:00";14431
"2010-06-04 00:00:00";12209
"2010-06-05 00:00:00";10835
"2010-06-06 00:00:00";12127
"2010-06-07 00:00:00";40887
"2010-06-08 00:00:00";67961
"2010-06-09 00:00:00";35574
"2010-06-10 00:00:00";22854
"2010-06-11 00:00:00";12307
"2010-06-12 00:00:00";3793
"2010-06-13 00:00:00";2544
"2010-06-14 00:00:00";3275
"2010-06-15 00:00:00";9073
"2010-06-16 00:00:00";12307
"2010-06-17 00:00:00";16412
"2010-06-18 00:00:00";13995
"2010-06-19 00:00:00";12910
"2010-06-20 00:00:00";12807
"2010-06-21 00:00:00";17957
"2010-06-22 00:00:00";17027
"2010-06-23 00:00:00";18795
"2010-06-24 00:00:00";22533
"2010-06-25 00:00:00";20583
"2010-06-26 00:00:00";16202
"2010-06-27 00:00:00";5523
"2010-06-28 00:00:00";11623
"2010-06-29 00:00:00";17689
"2010-06-30 00:00:00";16609
"2010-07-01 00:00:00";14591
"2010-07-02 00:00:00";14542
"2010-07-03 00:00:00";11259
"2010-07-04 00:00:00";10531
"2010-07-05 00:00:00";4732
"2010-07-06 00:00:00";11275
"2010-07-07 00:00:00";4505
"2010-07-08 00:00:00";0
"2010-07-09 00:00:00";0
"2010-07-10 00:00:00";7002
"2010-07-11 00:00:00";9380
"2010-07-12 00:00:00";10751
"2010-07-13 00:00:00";11647
"2010-07-14 00:00:00";11532
"2010-07-15 00:00:00";12106
"2010-07-16 00:00:00";14311
"2010-07-17 00:00:00";13420
"2010-07-18 00:00:00";11567
"2010-07-19 00:00:00";11770
"2010-07-20 00:00:00";11728
"2010-07-21 00:00:00";10501
"2010-07-22 00:00:00";13159
"2010-07-23 00:00:00";14971
"2010-07-24 00:00:00";12461
"2010-07-25 00:00:00";12875
"2010-07-26 00:00:00";15716
"2010-07-27 00:00:00";15847
"2010-07-28 00:00:00";15176
"2010-07-29 00:00:00";15839
"2010-07-30 00:00:00";16139
"2010-07-31 00:00:00";13317
"2010-08-01 00:00:00";13144
"2010-08-02 00:00:00";16197
"2010-08-03 00:00:00";16580
"2010-08-04 00:00:00";15858
"2010-08-05 00:00:00";14523
"2010-08-06 00:00:00";13564
"2010-08-07 00:00:00";12044
"2010-08-08 00:00:00";12857
"2010-08-09 00:00:00";16033
"2010-08-10 00:00:00";15333
"2010-08-11 00:00:00";13940
"2010-08-12 00:00:00";15154
"2010-08-13 00:00:00";13395
"2010-08-14 00:00:00";11666
"2010-08-15 00:00:00";12153
"2010-08-16 00:00:00";14452
"2010-08-17 00:00:00";14600
"2010-08-18 00:00:00";13572
"2010-08-19 00:00:00";13503
"2010-08-20 00:00:00";12683
"2010-08-21 00:00:00";10650
"2010-08-22 00:00:00";11255
"2010-08-23 00:00:00";13511
"2010-08-24 00:00:00";13540
"2010-08-25 00:00:00";13046
"2010-08-26 00:00:00";12521
"2010-08-27 00:00:00";12353
"2010-08-28 00:00:00";10404
"2010-08-29 00:00:00";11187
"2010-08-30 00:00:00";13519
"2010-08-31 00:00:00";13729
"2010-09-01 00:00:00";15014
"2010-09-02 00:00:00";15936
"2010-09-03 00:00:00";13247
"2010-09-04 00:00:00";12049
"2010-09-05 00:00:00";12210
"2010-09-06 00:00:00";13112
"2010-09-07 00:00:00";12612
"2010-09-08 00:00:00";15161
"2010-09-09 00:00:00";15419
"2010-09-10 00:00:00";13793
"2010-09-11 00:00:00";11489
"2010-09-12 00:00:00";11576
"2010-09-13 00:00:00";14123
"2010-09-14 00:00:00";13319
"2010-09-15 00:00:00";14294
"2010-09-16 00:00:00";13596
"2010-09-17 00:00:00";12929
"2010-09-18 00:00:00";11294
"2010-09-19 00:00:00";12294
"2010-09-20 00:00:00";14508
"2010-09-21 00:00:00";13743
"2010-09-22 00:00:00";13661
"2010-09-23 00:00:00";14171
"2010-09-24 00:00:00";12661
"2010-09-25 00:00:00";11671
"2010-09-26 00:00:00";12309
"2010-09-27 00:00:00";14667
"2010-09-28 00:00:00";14590
"2010-09-29 00:00:00";14440
"2010-09-30 00:00:00";13841
"2010-10-01 00:00:00";12747
"2010-10-02 00:00:00";10744
"2010-10-03 00:00:00";11651
"2010-10-04 00:00:00";13714
"2010-10-05 00:00:00";13298
"2010-10-06 00:00:00";13729
"2010-10-07 00:00:00";14337
"2010-10-08 00:00:00";12451
"2010-10-09 00:00:00";11102
"2010-10-10 00:00:00";12094
"2010-10-11 00:00:00";13128
"2010-10-12 00:00:00";13689
"2010-10-13 00:00:00";12985
"2010-10-14 00:00:00";12481
"2010-10-15 00:00:00";11781
"2010-10-16 00:00:00";9971
"2010-10-17 00:00:00";11051
"2010-10-18 00:00:00";12125
"2010-10-19 00:00:00";14240
"2010-10-20 00:00:00";12729
"2010-10-21 00:00:00";12803
"2010-10-22 00:00:00";12096
"2010-10-23 00:00:00";10079
"2010-10-24 00:00:00";9832
"2010-10-25 00:00:00";12799
"2010-10-26 00:00:00";12888
"2010-10-27 00:00:00";13120
"2010-10-28 00:00:00";12221
"2010-10-29 00:00:00";10332
"2010-10-30 00:00:00";9069
"2010-10-31 00:00:00";9423
"2010-11-01 00:00:00";11577
"2010-11-02 00:00:00";12148
"2010-11-03 00:00:00";10869
"2010-11-04 00:00:00";11760
"2010-11-05 00:00:00";9460
"2010-11-06 00:00:00";9246
"2010-11-07 00:00:00";9539
"2010-11-08 00:00:00";11992
"2010-11-09 00:00:00";11077
"2010-11-10 00:00:00";11008
"2010-11-11 00:00:00";11794
"2010-11-12 00:00:00";10655
"2010-11-13 00:00:00";8231
"2010-11-14 00:00:00";8502
"2010-11-15 00:00:00";6261
"2010-11-16 00:00:00";4137
"2010-11-17 00:00:00";4366
"2010-11-18 00:00:00";3939
"2010-11-19 00:00:00";3707
"2010-11-20 00:00:00";2998
"2010-11-21 00:00:00";3604
"2010-11-22 00:00:00";4603
"2010-11-23 00:00:00";4437
"2010-11-24 00:00:00";4522
"2010-11-25 00:00:00";3563
"2010-11-26 00:00:00";3902
"2010-11-27 00:00:00";3078
"2010-11-28 00:00:00";3669
"2010-11-29 00:00:00";8906
"2010-11-30 00:00:00";6068
"2010-12-01 00:00:00";12908
"2010-12-02 00:00:00";10409
"2010-12-03 00:00:00";10432
"2010-12-04 00:00:00";9272
"2010-12-05 00:00:00";9568
"2010-12-06 00:00:00";12354
"2010-12-07 00:00:00";11572
"2010-12-08 00:00:00";11755
"2010-12-09 00:00:00";11746
"2010-12-10 00:00:00";10021
"2010-12-11 00:00:00";9172
"2010-12-12 00:00:00";5346
"2010-12-13 00:00:00";11442
"2010-12-14 00:00:00";11355
"2010-12-15 00:00:00";11334
"2010-12-16 00:00:00";8920
"2010-12-17 00:00:00";9481
"2010-12-18 00:00:00";9380
"2010-12-19 00:00:00";9981
"2010-12-20 00:00:00";11392
"2010-12-21 00:00:00";11523
"2010-12-22 00:00:00";11865
"2010-12-23 00:00:00";9668
"2010-12-24 00:00:00";7253
"2010-12-25 00:00:00";9683
"2010-12-26 00:00:00";10310
"2010-12-27 00:00:00";11486
"2010-12-28 00:00:00";11560
"2010-12-29 00:00:00";11004
"2010-12-30 00:00:00";8119
"2010-12-31 00:00:00";3665
"2011-01-01 00:00:00";3238
"2011-01-02 00:00:00";7430
"2011-01-03 00:00:00";12968
"2011-01-04 00:00:00";11135
"2011-01-05 00:00:00";12616
"2011-01-06 00:00:00";12516
"2011-01-07 00:00:00";12678
"2011-01-08 00:00:00";10988
"2011-01-09 00:00:00";9624
"2011-01-10 00:00:00";13508
"2011-01-11 00:00:00";20502
"2011-01-12 00:00:00";18633
"2011-01-13 00:00:00";15058
"2011-01-14 00:00:00";10353
"2011-01-15 00:00:00";11583
"2011-01-16 00:00:00";9954
"2011-01-17 00:00:00";10660
"2011-01-18 00:00:00";14509
"2011-01-19 00:00:00";14557
"2011-01-20 00:00:00";12892
"2011-01-21 00:00:00";10002
"2011-01-22 00:00:00";11112
"2011-01-23 00:00:00";4869
"2011-01-24 00:00:00";7824
"2011-01-25 00:00:00";4266
"2011-01-26 00:00:00";4408
"2011-01-27 00:00:00";9966
"2011-01-28 00:00:00";10774
"2011-01-29 00:00:00";9809
"2011-01-30 00:00:00";9637
"2011-01-31 00:00:00";8906
"2011-02-01 00:00:00";10034
"2011-02-02 00:00:00";10708
"2011-02-03 00:00:00";8302
"2011-02-04 00:00:00";8444
"2011-02-05 00:00:00";8789
"2011-02-06 00:00:00";9344
"2011-02-07 00:00:00";11016
"2011-02-08 00:00:00";12668
"2011-02-09 00:00:00";16419
"2011-02-10 00:00:00";13016
"2011-02-11 00:00:00";12740
"2011-02-12 00:00:00";6667
"2011-02-13 00:00:00";10104
"2011-02-14 00:00:00";7518
"2011-02-15 00:00:00";9489
"2011-02-16 00:00:00";9767
"2011-02-17 00:00:00";8133
"2011-02-18 00:00:00";8828
"2011-02-19 00:00:00";9977
"2011-02-20 00:00:00";10360
"2011-02-21 00:00:00";11357
"2011-02-22 00:00:00";11494
"2011-02-23 00:00:00";12382
"2011-02-24 00:00:00";8868
"2011-02-25 00:00:00";11028
"2011-02-26 00:00:00";9432
"2011-02-27 00:00:00";10059
"2011-02-28 00:00:00";13030
"2011-03-01 00:00:00";12713
"2011-03-02 00:00:00";14528
"2011-03-03 00:00:00";15661
"2011-03-04 00:00:00";13054
"2011-03-05 00:00:00";10703
"2011-03-06 00:00:00";11375
"2011-03-07 00:00:00";12404
"2011-03-08 00:00:00";13175
"2011-03-09 00:00:00";12919
"2011-03-10 00:00:00";12716
"2011-03-11 00:00:00";10833
"2011-03-12 00:00:00";9109
"2011-03-13 00:00:00";10843
"2011-03-14 00:00:00";13607
"2011-03-15 00:00:00";12792
"2011-03-16 00:00:00";11025
"2011-03-17 00:00:00";9976
"2011-03-18 00:00:00";9309
"2011-03-19 00:00:00";6069
"2011-03-20 00:00:00";7834
"2011-03-21 00:00:00";11048
"2011-03-22 00:00:00";12307
"2011-03-23 00:00:00";11561
"2011-03-24 00:00:00";10634
"2011-03-25 00:00:00";9751
"2011-03-26 00:00:00";8196
"2011-03-27 00:00:00";9563
"2011-03-28 00:00:00";12472
"2011-03-29 00:00:00";11431
"2011-03-30 00:00:00";10915
"2011-03-31 00:00:00";9232
"2011-04-01 00:00:00";9207
"2011-04-02 00:00:00";7179
"2011-04-03 00:00:00";6732
"2011-04-04 00:00:00";6776
"2011-04-05 00:00:00";8499
"2011-04-06 00:00:00";9651
"2011-04-07 00:00:00";8948
"2011-04-08 00:00:00";8868
"2011-04-09 00:00:00";7775
"2011-04-10 00:00:00";8409
"2011-04-11 00:00:00";10492
"2011-04-12 00:00:00";10295
"2011-04-13 00:00:00";10521
"2011-04-14 00:00:00";9806
"2011-04-15 00:00:00";8670
"2011-04-16 00:00:00";7320
"2011-04-17 00:00:00";8412
"2011-04-18 00:00:00";9302
"2011-04-19 00:00:00";10156
"2011-04-20 00:00:00";11708
"2011-04-21 00:00:00";11835
"2011-04-22 00:00:00";11738
"2011-04-23 00:00:00";9475
"2011-04-24 00:00:00";9050
"2011-04-25 00:00:00";11189
"2011-04-26 00:00:00";11230
"2011-04-27 00:00:00";11520
"2011-04-28 00:00:00";11483
"2011-04-29 00:00:00";9899
"2011-04-30 00:00:00";8482
"2011-05-01 00:00:00";8370
"2011-05-02 00:00:00";10319
"2011-05-03 00:00:00";9804
"2011-05-04 00:00:00";5328
"2011-05-05 00:00:00";5937
"2011-05-06 00:00:00";7650
"2011-05-07 00:00:00";8194
"2011-05-08 00:00:00";9084
"2011-05-09 00:00:00";11291
"2011-05-10 00:00:00";10516
"2011-05-11 00:00:00";10080
"2011-05-12 00:00:00";9968
"2011-05-13 00:00:00";9594
"2011-05-14 00:00:00";8581
"2011-05-15 00:00:00";9279
"2011-05-16 00:00:00";11128
"2011-05-17 00:00:00";13780
"2011-05-18 00:00:00";11836
"2011-05-19 00:00:00";9870
"2011-05-20 00:00:00";7463
"2011-05-21 00:00:00";6506
"2011-05-22 00:00:00";7626
"2011-05-23 00:00:00";8296
"2011-05-24 00:00:00";9228
"2011-05-25 00:00:00";10207
"2011-05-26 00:00:00";9795
"2011-05-27 00:00:00";8891
"2011-05-28 00:00:00";8694
"2011-05-29 00:00:00";8445
"2011-05-30 00:00:00";9702
"2011-05-31 00:00:00";11140
"2011-06-01 00:00:00";10481
"2011-06-02 00:00:00";10317
"2011-06-03 00:00:00";9041
"2011-06-04 00:00:00";7582
"2011-06-05 00:00:00";8635
"2011-06-06 00:00:00";10665
"2011-06-07 00:00:00";11898
"2011-06-08 00:00:00";10859
"2011-06-09 00:00:00";10042
"2011-06-10 00:00:00";8931
"2011-06-11 00:00:00";7235
"2011-06-12 00:00:00";8871
"2011-06-13 00:00:00";9809
"2011-06-14 00:00:00";9016
"2011-06-15 00:00:00";9905
"2011-06-16 00:00:00";9785
"2011-06-17 00:00:00";8967
"2011-06-18 00:00:00";7813
"2011-06-19 00:00:00";8589
"2011-06-20 00:00:00";10484
"2011-06-21 00:00:00";9309
"2011-06-22 00:00:00";12005
"2011-06-23 00:00:00";10675
"2011-06-24 00:00:00";6535
"2011-06-25 00:00:00";5084
"2011-06-26 00:00:00";4956
"2011-06-27 00:00:00";4895
"2011-06-28 00:00:00";6913
"2011-06-29 00:00:00";7373
"2011-06-30 00:00:00";9457
"2011-07-01 00:00:00";8153
"2011-07-02 00:00:00";6764
"2011-07-03 00:00:00";7988
"2011-07-04 00:00:00";8626
"2011-07-05 00:00:00";9783
"2011-07-06 00:00:00";10594
"2011-07-07 00:00:00";10032
"2011-07-08 00:00:00";8899
"2011-07-09 00:00:00";6983
"2011-07-10 00:00:00";7471
"2011-07-11 00:00:00";8356
"2011-07-12 00:00:00";8845
"2011-07-13 00:00:00";7759
"2011-07-14 00:00:00";10767
"2011-07-15 00:00:00";10244
"2011-07-16 00:00:00";7481
"2011-07-17 00:00:00";7625
"2011-07-18 00:00:00";10721
"2011-07-19 00:00:00";10815
"2011-07-20 00:00:00";10116
"2011-07-21 00:00:00";9625
"2011-07-22 00:00:00";9153
"2011-07-23 00:00:00";7144
"2011-07-24 00:00:00";6948
"2011-07-25 00:00:00";8857
"2011-07-26 00:00:00";9536
"2011-07-27 00:00:00";9311
"2011-07-28 00:00:00";10821
"2011-07-29 00:00:00";11411
"2011-07-30 00:00:00";8154
"2011-07-31 00:00:00";8987
"2011-08-01 00:00:00";11082
"2011-08-02 00:00:00";11228
"2011-08-03 00:00:00";11363
"2011-08-04 00:00:00";13510
"2011-08-05 00:00:00";9286
"2011-08-06 00:00:00";7962
"2011-08-07 00:00:00";8454
"2011-08-08 00:00:00";10053
"2011-08-09 00:00:00";9557
"2011-08-10 00:00:00";10387
"2011-08-11 00:00:00";10831
"2011-08-12 00:00:00";9765
"2011-08-13 00:00:00";8672
"2011-08-14 00:00:00";8868
"2011-08-15 00:00:00";9990
"2011-08-16 00:00:00";10435
"2011-08-17 00:00:00";10362
"2011-08-18 00:00:00";8833
"2011-08-19 00:00:00";9940
"2011-08-20 00:00:00";8745
"2011-08-21 00:00:00";8059
"2011-08-22 00:00:00";9592
"2011-08-23 00:00:00";10191
"2011-08-24 00:00:00";12214
"2011-08-25 00:00:00";15965
"2011-08-26 00:00:00";12150
"2011-08-27 00:00:00";10451
"2011-08-28 00:00:00";9164
"2011-08-29 00:00:00";10434
"2011-08-30 00:00:00";10177
"2011-08-31 00:00:00";10679
"2011-09-01 00:00:00";11207
"2011-09-02 00:00:00";10820
"2011-09-03 00:00:00";8396
"2011-09-04 00:00:00";9042
"2011-09-05 00:00:00";10123
"2011-09-06 00:00:00";11103
"2011-09-07 00:00:00";9682
"2011-09-08 00:00:00";9449
"2011-09-09 00:00:00";8919
"2011-09-10 00:00:00";9233
"2011-09-11 00:00:00";8368
"2011-09-12 00:00:00";9327
"2011-09-13 00:00:00";9724
"2011-09-14 00:00:00";9779
"2011-09-15 00:00:00";9844
"2011-09-16 00:00:00";9911
"2011-09-17 00:00:00";8850
"2011-09-18 00:00:00";8341
"2011-09-19 00:00:00";9803
"2011-09-20 00:00:00";9652
"2011-09-21 00:00:00";9807
"2011-09-22 00:00:00";10780
"2011-09-23 00:00:00";9666
"2011-09-24 00:00:00";8322
"2011-09-25 00:00:00";8321
"2011-09-26 00:00:00";9720
"2011-09-27 00:00:00";10734
"2011-09-28 00:00:00";11337
"2011-09-29 00:00:00";11205
"2011-09-30 00:00:00";10599
"2011-10-01 00:00:00";10160
"2011-10-02 00:00:00";10971
"2011-10-03 00:00:00";15724
"2011-10-04 00:00:00";56710
"2011-10-05 00:00:00";63162
"2011-10-06 00:00:00";56025
"2011-10-07 00:00:00";40172
"2011-10-08 00:00:00";20061
"2011-10-09 00:00:00";20887
"2011-10-10 00:00:00";22417
"2011-10-11 00:00:00";21644
"2011-10-12 00:00:00";24005
"2011-10-13 00:00:00";22851
"2011-10-14 00:00:00";26285
"2011-10-15 00:00:00";20478
"2011-10-16 00:00:00";17521
"2011-10-17 00:00:00";21408
"2011-10-18 00:00:00";20835
"2011-10-19 00:00:00";17902
"2011-10-20 00:00:00";15430
"2011-10-21 00:00:00";15815
"2011-10-22 00:00:00";12234
"2011-10-23 00:00:00";14405
"2011-10-24 00:00:00";16128
"2011-10-25 00:00:00";12919
"2011-10-26 00:00:00";16614
"2011-10-27 00:00:00";15825
"2011-10-28 00:00:00";12555
"2011-10-29 00:00:00";11396
"2011-10-30 00:00:00";13283
"2011-10-31 00:00:00";13638
"2011-11-01 00:00:00";14142
"2011-11-02 00:00:00";14119
"2011-11-03 00:00:00";14961
"2011-11-04 00:00:00";14441
"2011-11-05 00:00:00";11154
"2011-11-06 00:00:00";11936
"2011-11-07 00:00:00";15025
"2011-11-08 00:00:00";15182
"2011-11-09 00:00:00";14226
"2011-11-10 00:00:00";13529
"2011-11-11 00:00:00";12139
"2011-11-12 00:00:00";10037
"2011-11-13 00:00:00";12065
"2011-11-14 00:00:00";13742
"2011-11-15 00:00:00";14566
"2011-11-16 00:00:00";13640
"2011-11-17 00:00:00";12909
"2011-11-18 00:00:00";12087
"2011-11-19 00:00:00";10176
"2011-11-20 00:00:00";11322
"2011-11-21 00:00:00";11789
"2011-11-22 00:00:00";12414
"2011-11-23 00:00:00";11602
"2011-11-24 00:00:00";11802
"2011-11-25 00:00:00";12167
"2011-11-26 00:00:00";10985
"2011-11-27 00:00:00";11386
"2011-11-28 00:00:00";13851
"2011-11-29 00:00:00";14365
"2011-11-30 00:00:00";11229
"2011-12-01 00:00:00";13634
"2011-12-02 00:00:00";11773
"2011-12-03 00:00:00";11162
"2011-12-04 00:00:00";12843
"2011-12-05 00:00:00";12937
"2011-12-06 00:00:00";12803
"2011-12-07 00:00:00";12570
"2011-12-08 00:00:00";11729
"2011-12-09 00:00:00";11771
"2011-12-10 00:00:00";9841
"2011-12-11 00:00:00";10193
"2011-12-12 00:00:00";13226
"2011-12-13 00:00:00";12467
"2011-12-14 00:00:00";12718
"2011-12-15 00:00:00";11683
"2011-12-16 00:00:00";10444
"2011-12-17 00:00:00";9727
"2011-12-18 00:00:00";10121
"2011-12-19 00:00:00";11764
"2011-12-20 00:00:00";11471
"2011-12-21 00:00:00";11383
"2011-12-22 00:00:00";10978
"2011-12-23 00:00:00";526
"2011-12-24 00:00:00";0
"2011-12-25 00:00:00";0
"2011-12-26 00:00:00";4662
"2011-12-27 00:00:00";12131
"2011-12-28 00:00:00";12109
"2011-12-29 00:00:00";11881
"2011-12-30 00:00:00";9677
"2011-12-31 00:00:00";9207
"2012-01-01 00:00:00";9186
"2012-01-02 00:00:00";11514
"2012-01-03 00:00:00";11815
"2012-01-04 00:00:00";12141
"2012-01-05 00:00:00";13446
"2012-01-06 00:00:00";12366
"2012-01-07 00:00:00";10596
"2012-01-08 00:00:00";11253
"2012-01-09 00:00:00";13963
"2012-01-10 00:00:00";14627
"2012-01-11 00:00:00";13908
"2012-01-12 00:00:00";12927
"2012-01-13 00:00:00";12483
"2012-01-14 00:00:00";10663
"2012-01-15 00:00:00";11019
"2012-01-16 00:00:00";12392
"2012-01-17 00:00:00";11621
"2012-01-18 00:00:00";14797
"2012-01-19 00:00:00";12626
"2012-01-20 00:00:00";11909
"2012-01-21 00:00:00";9852
"2012-01-22 00:00:00";9750
"2012-01-23 00:00:00";12236
"2012-01-24 00:00:00";12620
"2012-01-25 00:00:00";13787
"2012-01-26 00:00:00";13348
"2012-01-27 00:00:00";11040
"2012-01-28 00:00:00";10217
"2012-01-29 00:00:00";9846
"2012-01-30 00:00:00";12135
"2012-01-31 00:00:00";12001
"2012-02-01 00:00:00";11428
"2012-02-02 00:00:00";11581
"2012-02-03 00:00:00";10069
"2012-02-04 00:00:00";8819
"2012-02-05 00:00:00";9607
"2012-02-06 00:00:00";10914
"2012-02-07 00:00:00";11309
"2012-02-08 00:00:00";12983
"2012-02-09 00:00:00";11823
"2012-02-10 00:00:00";10820
"2012-02-11 00:00:00";9267
"2012-02-12 00:00:00";9830
"2012-02-13 00:00:00";11288
"2012-02-14 00:00:00";11031
"2012-02-15 00:00:00";10605
"2012-02-16 00:00:00";8702
"2012-02-17 00:00:00";10721
"2012-02-18 00:00:00";10232
"2012-02-19 00:00:00";10415
"2012-02-20 00:00:00";13151
"2012-02-21 00:00:00";11121
"2012-02-22 00:00:00";11583
"2012-02-23 00:00:00";11214
"2012-02-24 00:00:00";10634
"2012-02-25 00:00:00";9773
"2012-02-26 00:00:00";9899
"2012-02-27 00:00:00";11806
"2012-02-28 00:00:00";12162
"2012-02-29 00:00:00";12109
"2012-03-01 00:00:00";5347
"2012-03-02 00:00:00";9239
"2012-03-03 00:00:00";9658
"2012-03-04 00:00:00";9095
"2012-03-05 00:00:00";10767
"2012-03-06 00:00:00";10420
"2012-03-07 00:00:00";12417
"2012-03-08 00:00:00";14101
"2012-03-09 00:00:00";10457
"2012-03-10 00:00:00";9067
"2012-03-11 00:00:00";9825
"2012-03-12 00:00:00";12097
"2012-03-13 00:00:00";11116
"2012-03-14 00:00:00";9618
"2012-03-15 00:00:00";10602
"2012-03-16 00:00:00";10010
"2012-03-17 00:00:00";8122
"2012-03-18 00:00:00";8368
"2012-03-19 00:00:00";11136
"2012-03-20 00:00:00";10457
"2012-03-21 00:00:00";11115
"2012-03-22 00:00:00";9857
"2012-03-23 00:00:00";8842
"2012-03-24 00:00:00";7185
"2012-03-25 00:00:00";9192
"2012-03-26 00:00:00";10730
"2012-03-27 00:00:00";10042
"2012-03-28 00:00:00";10248
"2012-03-29 00:00:00";10085
"2012-03-30 00:00:00";8904
"2012-03-31 00:00:00";7352
"2012-04-01 00:00:00";7333
"2012-04-02 00:00:00";9379
"2012-04-03 00:00:00";9789
"2012-04-04 00:00:00";9681
"2012-04-05 00:00:00";9065
"2012-04-06 00:00:00";8177
"2012-04-07 00:00:00";7105
"2012-04-08 00:00:00";7426
"2012-04-09 00:00:00";9155
"2012-04-10 00:00:00";9320
"2012-04-11 00:00:00";9467
"2012-04-12 00:00:00";9165
"2012-04-13 00:00:00";7152
"2012-04-14 00:00:00";5993
"2012-04-15 00:00:00";7185
"2012-04-16 00:00:00";8915
"2012-04-17 00:00:00";9332
"2012-04-18 00:00:00";8599
"2012-04-19 00:00:00";9491
"2012-04-20 00:00:00";8395
"2012-04-21 00:00:00";6859
"2012-04-22 00:00:00";7767
"2012-04-23 00:00:00";10049
"2012-04-24 00:00:00";9780
"2012-04-25 00:00:00";10889
"2012-04-26 00:00:00";11149
"2012-04-27 00:00:00";8680
"2012-04-28 00:00:00";6912
"2012-04-29 00:00:00";9925
"2012-04-30 00:00:00";10261
"2012-05-01 00:00:00";10631
"2012-05-02 00:00:00";10485
"2012-05-03 00:00:00";10135
"2012-05-04 00:00:00";9600
"2012-05-05 00:00:00";8430
"2012-05-06 00:00:00";8413
"2012-05-07 00:00:00";10390
"2012-05-08 00:00:00";10368
"2012-05-09 00:00:00";10421
"2012-05-10 00:00:00";10068
"2012-05-11 00:00:00";9286
"2012-05-12 00:00:00";7710
"2012-05-13 00:00:00";8073
"2012-05-14 00:00:00";10900
"2012-05-15 00:00:00";10114
"2012-05-16 00:00:00";10627
"2012-05-17 00:00:00";10434
"2012-05-18 00:00:00";9892
"2012-05-19 00:00:00";7229
"2012-05-20 00:00:00";8431
"2012-05-21 00:00:00";11010
"2012-05-22 00:00:00";11027
"2012-05-23 00:00:00";11075
"2012-05-24 00:00:00";10473
"2012-05-25 00:00:00";9594
"2012-05-26 00:00:00";7692
"2012-05-27 00:00:00";7949
"2012-05-28 00:00:00";9422
"2012-05-29 00:00:00";10950
"2012-05-30 00:00:00";11828
"2012-05-31 00:00:00";9881
"2012-06-01 00:00:00";10320
"2012-06-02 00:00:00";8486
"2012-06-03 00:00:00";8853
"2012-06-04 00:00:00";10409
"2012-06-05 00:00:00";10403
"2012-06-06 00:00:00";10718
"2012-06-07 00:00:00";10833
"2012-06-08 00:00:00";11580
"2012-06-09 00:00:00";8420
"2012-06-10 00:00:00";8133
"2012-06-11 00:00:00";14142
"2012-06-12 00:00:00";13823
"2012-06-13 00:00:00";12373
"2012-06-14 00:00:00";11564
"2012-06-15 00:00:00";10690
"2012-06-16 00:00:00";8926
"2012-06-17 00:00:00";9401
"2012-06-18 00:00:00";11683
"2012-06-19 00:00:00";12276
"2012-06-20 00:00:00";11123
"2012-06-21 00:00:00";11622
"2012-06-22 00:00:00";10505
"2012-06-23 00:00:00";8453
"2012-06-24 00:00:00";9258
"2012-06-25 00:00:00";11848
"2012-06-26 00:00:00";11393
"2012-06-27 00:00:00";11312
"2012-06-28 00:00:00";11466
