"DateTime";"Microsoft[en]"
"2022-12-16 00:00:00";7598
"2022-12-17 00:00:00";5171
"2022-12-18 00:00:00";4522
"2022-12-19 00:00:00";6339
"2022-12-20 00:00:00";6258
"2022-12-21 00:00:00";5996
"2022-12-22 00:00:00";6434
"2022-12-23 00:00:00";5551
"2022-12-24 00:00:00";4348
"2022-12-25 00:00:00";4214
"2022-12-26 00:00:00";4963
"2022-12-27 00:00:00";5980
"2022-12-28 00:00:00";5718
"2022-12-29 00:00:00";5437
"2022-12-30 00:00:00";5413
"2022-12-31 00:00:00";4088
"2023-01-01 00:00:00";0
"2023-01-02 00:00:00";0
"2023-01-03 00:00:00";0
"2023-01-04 00:00:00";6535
"2023-01-05 00:00:00";6885
"2023-01-06 00:00:00";7098
"2023-01-07 00:00:00";5450
"2023-01-08 00:00:00";5309
"2023-01-09 00:00:00";7219
"2023-01-10 00:00:00";7536
"2023-01-11 00:00:00";7574
"2023-01-12 00:00:00";8088
"2023-01-13 00:00:00";8285
"2023-01-14 00:00:00";5991
"2023-01-15 00:00:00";5063
"2023-01-16 00:00:00";6876
"2023-01-17 00:00:00";8137
"2023-01-18 00:00:00";10370
"2023-01-19 00:00:00";9005
"2023-01-20 00:00:00";7495
"2023-01-21 00:00:00";5557
"2023-01-22 00:00:00";5583
"2023-01-23 00:00:00";7898
"2023-01-24 00:00:00";8615
"2023-01-25 00:00:00";9861
"2023-01-26 00:00:00";10113
"2023-01-27 00:00:00";7973
"2023-01-28 00:00:00";5393
"2023-01-29 00:00:00";5555
"2023-01-30 00:00:00";7482
"2023-01-31 00:00:00";9824
"2023-02-01 00:00:00";10159
"2023-02-02 00:00:00";8578
"2023-02-03 00:00:00";7108
"2023-02-04 00:00:00";5590
"2023-02-05 00:00:00";5793
"2023-02-06 00:00:00";6934
"2023-02-07 00:00:00";7805
"2023-02-08 00:00:00";7954
"2023-02-09 00:00:00";8741
"2023-02-10 00:00:00";9094
"2023-02-11 00:00:00";6111
"2023-02-12 00:00:00";6468
"2023-02-13 00:00:00";8147
"2023-02-14 00:00:00";7800
"2023-02-15 00:00:00";8413
"2023-02-16 00:00:00";9331
"2023-02-17 00:00:00";8191
"2023-02-18 00:00:00";5926
"2023-02-19 00:00:00";5613
"2023-02-20 00:00:00";7543
"2023-02-21 00:00:00";7892
"2023-02-22 00:00:00";7478
"2023-02-23 00:00:00";8875
"2023-02-24 00:00:00";6828
"2023-02-25 00:00:00";5313
"2023-02-26 00:00:00";5414
"2023-02-27 00:00:00";24338
"2023-02-28 00:00:00";8360
"2023-03-01 00:00:00";7495
"2023-03-02 00:00:00";7492
"2023-03-03 00:00:00";6839
"2023-03-04 00:00:00";5397
"2023-03-05 00:00:00";5253
"2023-03-06 00:00:00";6957
"2023-03-07 00:00:00";7369
"2023-03-08 00:00:00";6627
"2023-03-09 00:00:00";6858
"2023-03-10 00:00:00";6340
"2023-03-11 00:00:00";5314
"2023-03-12 00:00:00";5161
"2023-03-13 00:00:00";7895
"2023-03-14 00:00:00";8076
"2023-03-15 00:00:00";10440
"2023-03-16 00:00:00";9509
"2023-03-17 00:00:00";19274
"2023-03-18 00:00:00";5467
"2023-03-19 00:00:00";5207
"2023-03-20 00:00:00";6895
"2023-03-21 00:00:00";7813
"2023-03-22 00:00:00";7574
"2023-03-23 00:00:00";7127
"2023-03-24 00:00:00";6873
"2023-03-25 00:00:00";5762
"2023-03-26 00:00:00";5739
"2023-03-27 00:00:00";7199
"2023-03-28 00:00:00";7474
"2023-03-29 00:00:00";7507
"2023-03-30 00:00:00";7166
"2023-03-31 00:00:00";6677
"2023-04-01 00:00:00";5004
"2023-04-02 00:00:00";5267
"2023-04-03 00:00:00";6831
"2023-04-04 00:00:00";10248
"2023-04-05 00:00:00";6830
"2023-04-06 00:00:00";6346
"2023-04-07 00:00:00";5763
"2023-04-08 00:00:00";4816
"2023-04-09 00:00:00";4849
"2023-04-10 00:00:00";6212
"2023-04-11 00:00:00";6598
"2023-04-12 00:00:00";6401
"2023-04-13 00:00:00";6360
"2023-04-14 00:00:00";5578
"2023-04-15 00:00:00";4619
"2023-04-16 00:00:00";4700
"2023-04-17 00:00:00";6684
"2023-04-18 00:00:00";6780
"2023-04-19 00:00:00";6889
"2023-04-20 00:00:00";6475
"2023-04-21 00:00:00";5461
"2023-04-22 00:00:00";4439
"2023-04-23 00:00:00";4412
"2023-04-24 00:00:00";5893
"2023-04-25 00:00:00";6103
"2023-04-26 00:00:00";7247
"2023-04-27 00:00:00";6982
"2023-04-28 00:00:00";6681
"2023-04-29 00:00:00";4600
"2023-04-30 00:00:00";4254
"2023-05-01 00:00:00";5698
"2023-05-02 00:00:00";6251
"2023-05-03 00:00:00";6022
"2023-05-04 00:00:00";5869
"2023-05-05 00:00:00";5107
"2023-05-06 00:00:00";3380
"2023-05-07 00:00:00";3480
"2023-05-08 00:00:00";4516
"2023-05-09 00:00:00";4628
"2023-05-10 00:00:00";4676
"2023-05-11 00:00:00";4828
"2023-05-12 00:00:00";4282
"2023-05-13 00:00:00";3169
"2023-05-14 00:00:00";3124
"2023-05-15 00:00:00";4885
"2023-05-16 00:00:00";4903
"2023-05-17 00:00:00";4614
"2023-05-18 00:00:00";4486
"2023-05-19 00:00:00";4066
"2023-05-20 00:00:00";3285
"2023-05-21 00:00:00";3193
"2023-05-22 00:00:00";5002
"2023-05-23 00:00:00";5187
"2023-05-24 00:00:00";5446
"2023-05-25 00:00:00";4699
"2023-05-26 00:00:00";4834
"2023-05-27 00:00:00";3287
"2023-05-28 00:00:00";3234
"2023-05-29 00:00:00";4138
"2023-05-30 00:00:00";5211
"2023-05-31 00:00:00";4792
"2023-06-01 00:00:00";4502
"2023-06-02 00:00:00";4033
"2023-06-03 00:00:00";3227
"2023-06-04 00:00:00";3587
"2023-06-05 00:00:00";4571
"2023-06-06 00:00:00";4578
"2023-06-07 00:00:00";4822
"2023-06-08 00:00:00";4505
"2023-06-09 00:00:00";4580
"2023-06-10 00:00:00";3553
"2023-06-11 00:00:00";3901
"2023-06-12 00:00:00";4776
"2023-06-13 00:00:00";4774
"2023-06-14 00:00:00";4547
"2023-06-15 00:00:00";4763
"2023-06-16 00:00:00";4414
"2023-06-17 00:00:00";3392
"2023-06-18 00:00:00";3229
"2023-06-19 00:00:00";4520
"2023-06-20 00:00:00";4321
"2023-06-21 00:00:00";4795
"2023-06-22 00:00:00";4401
"2023-06-23 00:00:00";4131
"2023-06-24 00:00:00";3296
"2023-06-25 00:00:00";3343
"2023-06-26 00:00:00";4117
"2023-06-27 00:00:00";4564
"2023-06-28 00:00:00";4282
"2023-06-29 00:00:00";4227
"2023-06-30 00:00:00";3999
"2023-07-01 00:00:00";3427
"2023-07-02 00:00:00";3399
"2023-07-03 00:00:00";4135
"2023-07-04 00:00:00";4066
"2023-07-05 00:00:00";4383
"2023-07-06 00:00:00";4392
"2023-07-07 00:00:00";4049
"2023-07-08 00:00:00";3322
"2023-07-09 00:00:00";3336
"2023-07-10 00:00:00";4354
"2023-07-11 00:00:00";4874
"2023-07-12 00:00:00";4849
"2023-07-13 00:00:00";4279
"2023-07-14 00:00:00";3829
"2023-07-15 00:00:00";3170
"2023-07-16 00:00:00";3173
"2023-07-17 00:00:00";4190
"2023-07-18 00:00:00";4703
"2023-07-19 00:00:00";4801
"2023-07-20 00:00:00";4730
"2023-07-21 00:00:00";4301
"2023-07-22 00:00:00";3423
"2023-07-23 00:00:00";3419
"2023-07-24 00:00:00";4739
"2023-07-25 00:00:00";4988
"2023-07-26 00:00:00";5041
"2023-07-27 00:00:00";4426
"2023-07-28 00:00:00";4199
"2023-07-29 00:00:00";3330
"2023-07-30 00:00:00";3154
"2023-07-31 00:00:00";4236
"2023-08-01 00:00:00";4421
"2023-08-02 00:00:00";4522
"2023-08-03 00:00:00";4691
"2023-08-04 00:00:00";4646
"2023-08-05 00:00:00";3479
"2023-08-06 00:00:00";3315
"2023-08-07 00:00:00";4401
"2023-08-08 00:00:00";4543
"2023-08-09 00:00:00";4623
"2023-08-10 00:00:00";4664
"2023-08-11 00:00:00";4176
"2023-08-12 00:00:00";3609
"2023-08-13 00:00:00";3549
"2023-08-14 00:00:00";4390
"2023-08-15 00:00:00";4437
"2023-08-16 00:00:00";4708
"2023-08-17 00:00:00";4479
"2023-08-18 00:00:00";4481
"2023-08-19 00:00:00";4115
"2023-08-20 00:00:00";3368
"2023-08-21 00:00:00";4484
"2023-08-22 00:00:00";4539
"2023-08-23 00:00:00";4494
"2023-08-24 00:00:00";4386
"2023-08-25 00:00:00";4042
"2023-08-26 00:00:00";3049
"2023-08-27 00:00:00";3093
"2023-08-28 00:00:00";4441
"2023-08-29 00:00:00";4669
"2023-08-30 00:00:00";4388
"2023-08-31 00:00:00";4411
"2023-09-01 00:00:00";4282
"2023-09-02 00:00:00";3202
"2023-09-03 00:00:00";3447
"2023-09-04 00:00:00";4259
"2023-09-05 00:00:00";4778
"2023-09-06 00:00:00";5041
"2023-09-07 00:00:00";5191
"2023-09-08 00:00:00";4776
"2023-09-09 00:00:00";3474
"2023-09-10 00:00:00";3883
"2023-09-11 00:00:00";5217
"2023-09-12 00:00:00";5159
"2023-09-13 00:00:00";4134
"2023-09-14 00:00:00";4067
"2023-09-15 00:00:00";3567
"2023-09-16 00:00:00";2670
"2023-09-17 00:00:00";2592
"2023-09-18 00:00:00";3577
"2023-09-19 00:00:00";4322
"2023-09-20 00:00:00";3976
"2023-09-21 00:00:00";3981
"2023-09-22 00:00:00";3659
"2023-09-23 00:00:00";2595
"2023-09-24 00:00:00";2514
"2023-09-25 00:00:00";3587
"2023-09-26 00:00:00";3787
"2023-09-27 00:00:00";4584
"2023-09-28 00:00:00";3895
"2023-09-29 00:00:00";3290
"2023-09-30 00:00:00";2397
"2023-10-01 00:00:00";2529
"2023-10-02 00:00:00";3325
"2023-10-03 00:00:00";3578
"2023-10-04 00:00:00";3676
"2023-10-05 00:00:00";3542
"2023-10-06 00:00:00";3394
"2023-10-07 00:00:00";2458
"2023-10-08 00:00:00";2435
"2023-10-09 00:00:00";3520
"2023-10-10 00:00:00";3547
"2023-10-11 00:00:00";3555
"2023-10-12 00:00:00";3733
"2023-10-13 00:00:00";4831
"2023-10-14 00:00:00";3091
"2023-10-15 00:00:00";2834
"2023-10-16 00:00:00";3862
"2023-10-17 00:00:00";4455
"2023-10-18 00:00:00";3962
"2023-10-19 00:00:00";3874
"2023-10-20 00:00:00";3318
"2023-10-21 00:00:00";2412
"2023-10-22 00:00:00";2488
"2023-10-23 00:00:00";3501
"2023-10-24 00:00:00";3644
"2023-10-25 00:00:00";3984
"2023-10-26 00:00:00";3840
"2023-10-27 00:00:00";3233
"2023-10-28 00:00:00";2372
"2023-10-29 00:00:00";2248
"2023-10-30 00:00:00";3338
"2023-10-31 00:00:00";3409
"2023-11-01 00:00:00";3435
"2023-11-02 00:00:00";3384
"2023-11-03 00:00:00";3448
"2023-11-04 00:00:00";2564
"2023-11-05 00:00:00";2616
"2023-11-06 00:00:00";3767
"2023-11-07 00:00:00";4025
"2023-11-08 00:00:00";3836
"2023-11-09 00:00:00";3949
"2023-11-10 00:00:00";3682
"2023-11-11 00:00:00";2670
"2023-11-12 00:00:00";2708
"2023-11-13 00:00:00";4035
"2023-11-14 00:00:00";4183
"2023-11-15 00:00:00";4036
"2023-11-16 00:00:00";3980
"2023-11-17 00:00:00";3746
"2023-11-18 00:00:00";2937
"2023-11-19 00:00:00";2977
"2023-11-20 00:00:00";6943
"2023-11-21 00:00:00";6207
"2023-11-22 00:00:00";5265
"2023-11-23 00:00:00";4182
"2023-11-24 00:00:00";3328
"2023-11-25 00:00:00";2798
"2023-11-26 00:00:00";2925
"2023-11-27 00:00:00";3969
"2023-11-28 00:00:00";4229
"2023-11-29 00:00:00";4402
"2023-11-30 00:00:00";4241
"2023-12-01 00:00:00";4036
"2023-12-02 00:00:00";3062
"2023-12-03 00:00:00";3199
"2023-12-04 00:00:00";4085
"2023-12-05 00:00:00";4319
"2023-12-06 00:00:00";4472
"2023-12-07 00:00:00";4057
"2023-12-08 00:00:00";3711
"2023-12-09 00:00:00";2796
"2023-12-10 00:00:00";3007
"2023-12-11 00:00:00";4042
"2023-12-12 00:00:00";4114
"2023-12-13 00:00:00";4076
"2023-12-14 00:00:00";4039
"2023-12-15 00:00:00";3826
"2023-12-16 00:00:00";2938
"2023-12-17 00:00:00";2792
"2023-12-18 00:00:00";3929
"2023-12-19 00:00:00";4002
"2023-12-20 00:00:00";3631
"2023-12-21 00:00:00";3562
"2023-12-22 00:00:00";3113
"2023-12-23 00:00:00";2519
"2023-12-24 00:00:00";2413
"2023-12-25 00:00:00";2563
"2023-12-26 00:00:00";3093
"2023-12-27 00:00:00";3366
"2023-12-28 00:00:00";3392
"2023-12-29 00:00:00";3116
"2023-12-30 00:00:00";2921
"2023-12-31 00:00:00";2578
"2024-01-01 00:00:00";2628
"2024-01-02 00:00:00";3713
"2024-01-03 00:00:00";3600
"2024-01-04 00:00:00";3777
"2024-01-05 00:00:00";3585
"2024-01-06 00:00:00";2917
"2024-01-07 00:00:00";2926
"2024-01-08 00:00:00";3798
"2024-01-09 00:00:00";4912
"2024-01-10 00:00:00";4748
"2024-01-11 00:00:00";5029
"2024-01-12 00:00:00";4971
"2024-01-13 00:00:00";4713
"2024-01-14 00:00:00";3916
"2024-01-15 00:00:00";4363
"2024-01-16 00:00:00";4972
"2024-01-17 00:00:00";4919
"2024-01-18 00:00:00";5037
"2024-01-19 00:00:00";4773
"2024-01-20 00:00:00";3673
"2024-01-21 00:00:00";3540
"2024-01-22 00:00:00";4982
"2024-01-23 00:00:00";4923
"2024-01-24 00:00:00";5104
"2024-01-25 00:00:00";5787
"2024-01-26 00:00:00";4776
"2024-01-27 00:00:00";4128
"2024-01-28 00:00:00";4092
"2024-01-29 00:00:00";5420
"2024-01-30 00:00:00";5750
"2024-01-31 00:00:00";5767
"2024-02-01 00:00:00";4614
"2024-02-02 00:00:00";4341
"2024-02-03 00:00:00";3279
"2024-02-04 00:00:00";3185
"2024-02-05 00:00:00";4640
"2024-02-06 00:00:00";4788
"2024-02-07 00:00:00";4457
"2024-02-08 00:00:00";4365
"2024-02-09 00:00:00";4042
"2024-02-10 00:00:00";3043
"2024-02-11 00:00:00";3122
"2024-02-12 00:00:00";3997
"2024-02-13 00:00:00";4253
"2024-02-14 00:00:00";4214
"2024-02-15 00:00:00";4145
"2024-02-16 00:00:00";3835
"2024-02-17 00:00:00";2333
"2024-02-18 00:00:00";2668
"2024-02-19 00:00:00";3862
"2024-02-20 00:00:00";3954
"2024-02-21 00:00:00";4086
"2024-02-22 00:00:00";4452
"2024-02-23 00:00:00";4287
"2024-02-24 00:00:00";3524
"2024-02-25 00:00:00";3122
"2024-02-26 00:00:00";4398
"2024-02-27 00:00:00";4427
"2024-02-28 00:00:00";4509
"2024-02-29 00:00:00";4577
"2024-03-01 00:00:00";4224
"2024-03-02 00:00:00";3378
"2024-03-03 00:00:00";3395
"2024-03-04 00:00:00";4924
"2024-03-05 00:00:00";5121
"2024-03-06 00:00:00";4925
"2024-03-07 00:00:00";5084
"2024-03-08 00:00:00";4445
"2024-03-09 00:00:00";3382
"2024-03-10 00:00:00";3328
"2024-03-11 00:00:00";4227
"2024-03-12 00:00:00";4896
"2024-03-13 00:00:00";4908
"2024-03-14 00:00:00";4808
"2024-03-15 00:00:00";4560
"2024-03-16 00:00:00";3599
"2024-03-17 00:00:00";3307
"2024-03-18 00:00:00";4417
"2024-03-19 00:00:00";5271
"2024-03-20 00:00:00";5176
"2024-03-21 00:00:00";4794
"2024-03-22 00:00:00";4505
"2024-03-23 00:00:00";3176
"2024-03-24 00:00:00";3441
"2024-03-25 00:00:00";4405
"2024-03-26 00:00:00";4635
"2024-03-27 00:00:00";4717
"2024-03-28 00:00:00";4586
"2024-03-29 00:00:00";4024
"2024-03-30 00:00:00";3625
"2024-03-31 00:00:00";3157
"2024-04-01 00:00:00";3940
"2024-04-02 00:00:00";4508
"2024-04-03 00:00:00";4749
"2024-04-04 00:00:00";5271
"2024-04-05 00:00:00";4511
"2024-04-06 00:00:00";3562
"2024-04-07 00:00:00";3323
"2024-04-08 00:00:00";4110
"2024-04-09 00:00:00";4504
"2024-04-10 00:00:00";4478
"2024-04-11 00:00:00";4535
"2024-04-12 00:00:00";4183
"2024-04-13 00:00:00";3255
"2024-04-14 00:00:00";3227
"2024-04-15 00:00:00";4066
"2024-04-16 00:00:00";4414
"2024-04-17 00:00:00";4554
"2024-04-18 00:00:00";4482
"2024-04-19 00:00:00";4127
"2024-04-20 00:00:00";3253
"2024-04-21 00:00:00";3553
"2024-04-22 00:00:00";4495
"2024-04-23 00:00:00";4453
"2024-04-24 00:00:00";4932
"2024-04-25 00:00:00";4868
"2024-04-26 00:00:00";4646
"2024-04-27 00:00:00";3284
"2024-04-28 00:00:00";3230
"2024-04-29 00:00:00";4132
"2024-04-30 00:00:00";4304
"2024-05-01 00:00:00";4109
"2024-05-02 00:00:00";4826
"2024-05-03 00:00:00";4432
"2024-05-04 00:00:00";3021
"2024-05-05 00:00:00";3266
"2024-05-06 00:00:00";4046
"2024-05-07 00:00:00";4687
"2024-05-08 00:00:00";5083
"2024-05-09 00:00:00";4863
"2024-05-10 00:00:00";4513
"2024-05-11 00:00:00";3590
"2024-05-12 00:00:00";3359
"2024-05-13 00:00:00";4640
"2024-05-14 00:00:00";4183
"2024-05-15 00:00:00";0
